timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1758611594484,1708,S01_T02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,13241,2156,1,5,null,0,0,0
1758611594484,625,S1_T1_SignIN-106,200,,S01_PetStore_Birds 1-1,text,true,,4095,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,625,0,0
1758611595110,397,S1_T1_SignIN-112,200,,S01_PetStore_Birds 1-1,text,true,,4173,894,1,5,https://petstore.octoperf.com/actions/Account.action,397,0,0
1758611595507,686,S1_T1_SignIN-113,200,,S01_PetStore_Birds 1-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,686,0,0
1758611594484,1736,S04_TC02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,13241,2156,1,5,null,0,0,0
1758611594484,621,S1_T1_SignIN-106,200,,S04_PetStore_Cats 4-1,text,true,,4093,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,621,0,0
1758611595106,403,S1_T1_SignIN-112,200,,S04_PetStore_Cats 4-1,text,true,,4175,894,1,5,https://petstore.octoperf.com/actions/Account.action,403,0,0
1758611595509,712,S1_T1_SignIN-113,200,,S04_PetStore_Cats 4-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,712,0,0
1758611594483,1836,S05_TC02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,13241,2160,1,5,null,0,2,0
1758611594484,622,S1_T1_SignIN-106,200,,S05_PetStore_Reptiles 5-1,text,true,,4093,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,622,0,0
1758611595108,401,S1_T1_SignIN-112,200,,S05_PetStore_Reptiles 5-1,text,true,,4175,898,1,5,https://petstore.octoperf.com/actions/Account.action,398,0,0
1758611595509,813,S1_T1_SignIN-113,200,,S05_PetStore_Reptiles 5-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,813,0,0
1758611596104,1551,S01_T02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,13243,2160,1,5,null,0,1,0
1758611596104,424,S1_T1_SignIN-106,200,,S02_PetStore_Dog 2-1,text,true,,4095,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,424,0,0
1758611596529,697,S1_T1_SignIN-112,200,,S02_PetStore_Dog 2-1,text,true,,4175,898,1,5,https://petstore.octoperf.com/actions/Account.action,697,0,0
1758611597226,430,S1_T1_SignIN-113,200,,S02_PetStore_Dog 2-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,429,0,0
1758611600194,704,S03_TC03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,3393,649,1,5,null,0,0,0
1758611600194,704,S1_T1_Fish-11,200,,S03_PetStore_Fish 3-1,text,true,,3393,649,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Fish,704,0,0
1758611600195,729,S01_T03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,3666,650,1,5,null,0,0,0
1758611600195,729,S1_T1_Birds-11,200,,S01_PetStore_Birds 1-1,text,true,,3666,650,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=BIRDS,729,0,0
1758611600223,779,S04_TC03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,3393,649,1,5,null,0,1,0
1758611600224,779,S1_T1_cat-11,200,,S04_PetStore_Cats 4-1,text,true,,3393,649,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Cats,779,0,0
1758611600323,908,S05_TC03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,3393,653,1,5,null,0,0,0
1758611600323,908,S1_T1_Reptiles-11,200,,S05_PetStore_Reptiles 5-1,text,true,,3393,653,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Reptiles,908,0,0
1758611601657,402,S01_T03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,3393,649,1,5,null,0,0,0
1758611601657,402,S1_T1_Dogs-11,200,,S02_PetStore_Dog 2-1,text,true,,3393,649,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Dogs,402,0,0
1758611603900,334,S03_TC04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,3837,682,1,5,null,0,0,0
1758611603900,334,S1_T1_Product-115,200,,S03_PetStore_Fish 3-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,334,0,0
1758611603925,316,S01_T04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,3837,682,1,5,null,0,0,0
1758611603925,316,S1_T1_Product-115,200,,S01_PetStore_Birds 1-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,316,0,0
1758611604003,311,S04_TC04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,3837,682,1,5,null,0,1,0
1758611604004,311,S1_T1_Product-115,200,,S04_PetStore_Cats 4-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,311,0,0
1758611604233,386,S05_TC04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,3837,682,1,5,null,0,0,0
1758611604233,386,S1_T1_Product-115,200,,S05_PetStore_Reptiles 5-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,386,0,0
1758611605060,377,S01_T04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,3837,682,1,5,null,0,0,0
1758611605060,377,S1_T1_Product-115,200,,S02_PetStore_Dog 2-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,377,0,0
1758611607235,1075,S1_T1_SignOut-116,200,,S03_PetStore_Fish 3-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,429,0,0
1758611607235,429,S1_T1_SignOut-116-0,302,,S03_PetStore_Fish 3-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,429,0,0
1758611607665,645,S1_T1_SignOut-116-1,200,,S03_PetStore_Fish 3-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,645,0,0
1758611607242,1070,S1_T1_SignOut-116,200,,S01_PetStore_Birds 1-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,423,0,0
1758611607242,423,S1_T1_SignOut-116-0,302,,S01_PetStore_Birds 1-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,423,0,0
1758611607665,647,S1_T1_SignOut-116-1,200,,S01_PetStore_Birds 1-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,646,0,0
1758611607316,997,S1_T1_SignOut-116,200,,S04_PetStore_Cats 4-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,412,0,0
1758611607316,412,S1_T1_SignOut-116-0,302,,S04_PetStore_Cats 4-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,412,0,0
1758611607728,585,S1_T1_SignOut-116-1,200,,S04_PetStore_Cats 4-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,585,0,0
1758611608311,316,S1_T1_SignOut-117,200,,S03_PetStore_Fish 3-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,316,0,0
1758611607235,1391,S03_TC05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,10251,1962,1,5,null,745,1,0
1758611608627,1,Debug Sampler,200,OK,S03_PetStore_Fish 3-1,text,true,,527,0,1,5,null,0,0,0
1758611607620,1008,S1_T1_SignOut-116,200,,S05_PetStore_Reptiles 5-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,689,0,0
1758611607620,689,S1_T1_SignOut-116-0,302,,S05_PetStore_Reptiles 5-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,689,0,0
1758611608309,319,S1_T1_SignOut-116-1,200,,S05_PetStore_Reptiles 5-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,318,0,0
1758611608312,328,S1_T1_SignOut-117,200,,S01_PetStore_Birds 1-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,328,0,0
1758611607242,1398,S01_T05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,10251,1962,1,5,null,751,1,0
1758611608641,0,Debug Sampler,200,OK,S01_PetStore_Birds 1-1,text,true,,524,0,1,5,null,0,0,0
1758611608313,342,S1_T1_SignOut-117,200,,S04_PetStore_Cats 4-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,342,0,0
1758611607316,1339,S04_TC05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,10251,1962,1,5,null,754,1,0
1758611608656,0,Debug Sampler,200,OK,S04_PetStore_Cats 4-1,text,true,,524,0,1,5,null,0,0,0
1758611608628,395,S1_T1_SignOut-117,200,,S05_PetStore_Reptiles 5-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,395,0,0
1758611608628,395,S03_TC01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,4973,549,1,5,null,0,0,0
1758611608628,395,S1_T1_Launch-1,200,,S03_PetStore_Fish 3-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,395,0,0
1758611607620,1403,S05_TC05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,10251,1962,1,5,null,1084,0,0
1758611609023,0,Debug Sampler,200,OK,S05_PetStore_Reptiles 5-1,text,true,,536,0,1,5,null,0,0,0
1758611608641,381,S01_T01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,4973,549,1,5,null,0,1,0
1758611608642,381,S1_T1_Launch-1,200,,S01_PetStore_Birds 1-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,381,0,0
1758611608656,368,S04_TC01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,4973,549,1,5,null,0,0,0
1758611608656,368,S1_T1_Launch-1,200,,S04_PetStore_Cats 4-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,368,0,0
1758611608438,596,S1_T1_SignOut-116,200,,S02_PetStore_Dog 2-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,311,0,0
1758611608438,311,S1_T1_SignOut-116-0,302,,S02_PetStore_Dog 2-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,311,0,0
1758611608749,285,S1_T1_SignOut-116-1,200,,S02_PetStore_Dog 2-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,285,0,0
1758611609025,611,S05_TC01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,4973,549,1,5,null,0,0,0
1758611609025,611,S1_T1_Launch-1,200,,S05_PetStore_Reptiles 5-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,610,0,0
1758611609034,602,S1_T1_SignOut-117,200,,S02_PetStore_Dog 2-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,602,0,0
1758611608438,1198,S01_T05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,10251,1962,1,5,null,913,0,0
1758611609636,0,Debug Sampler,200,OK,S02_PetStore_Dog 2-1,text,true,,525,0,1,5,null,0,0,0
1758611609636,310,S01_T01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,4973,549,1,5,null,0,1,0
1758611609637,310,S1_T1_Launch-1,200,,S02_PetStore_Dog 2-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,310,0,0
1758611614022,1484,S03_TC02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,13243,2160,1,5,null,0,1,0
1758611614023,785,S1_T1_SignIN-106,200,,S03_PetStore_Fish 3-1,text,true,,4095,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,785,0,0
1758611614808,300,S1_T1_SignIN-112,200,,S03_PetStore_Fish 3-1,text,true,,4175,898,1,5,https://petstore.octoperf.com/actions/Account.action,300,0,0
1758611615109,399,S1_T1_SignIN-113,200,,S03_PetStore_Fish 3-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,399,0,0
1758611614025,1491,S04_TC02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,13241,2156,1,5,null,0,0,0
1758611614025,783,S1_T1_SignIN-106,200,,S04_PetStore_Cats 4-1,text,true,,4095,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,783,0,0
1758611614808,303,S1_T1_SignIN-112,200,,S04_PetStore_Cats 4-1,text,true,,4173,894,1,5,https://petstore.octoperf.com/actions/Account.action,303,0,0
1758611615112,405,S1_T1_SignIN-113,200,,S04_PetStore_Cats 4-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,396,0,0
1758611614025,1494,S01_T02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,13243,2156,1,5,null,0,0,0
1758611614025,786,S1_T1_SignIN-106,200,,S01_PetStore_Birds 1-1,text,true,,4095,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,786,0,0
1758611614811,306,S1_T1_SignIN-112,200,,S01_PetStore_Birds 1-1,text,true,,4175,894,1,5,https://petstore.octoperf.com/actions/Account.action,306,0,0
1758611615118,402,S1_T1_SignIN-113,200,,S01_PetStore_Birds 1-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,402,0,0
1758611614636,956,S05_TC02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,13239,2160,1,5,null,0,1,0
1758611614636,402,S1_T1_SignIN-106,200,,S05_PetStore_Reptiles 5-1,text,true,,4093,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,402,0,0
1758611615040,273,S1_T1_SignIN-112,200,,S05_PetStore_Reptiles 5-1,text,true,,4173,898,1,5,https://petstore.octoperf.com/actions/Account.action,273,0,0
1758611615313,281,S1_T1_SignIN-113,200,,S05_PetStore_Reptiles 5-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,281,0,0
1758611614950,932,S01_T02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,13243,2160,1,5,null,0,0,0
1758611614950,320,S1_T1_SignIN-106,200,,S02_PetStore_Dog 2-1,text,true,,4097,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,320,0,0
1758611615270,285,S1_T1_SignIN-112,200,,S02_PetStore_Dog 2-1,text,true,,4173,898,1,5,https://petstore.octoperf.com/actions/Account.action,285,0,0
1758611615555,327,S1_T1_SignIN-113,200,,S02_PetStore_Dog 2-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,327,0,0
1758611619510,369,S03_TC03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,3393,649,1,5,null,0,0,0
1758611619510,369,S1_T1_Fish-11,200,,S03_PetStore_Fish 3-1,text,true,,3393,649,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Fish,369,0,0
1758611619521,358,S01_T03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,3666,650,1,5,null,0,0,0
1758611619518,361,S04_TC03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,3393,649,1,5,null,0,0,0
1758611619521,358,S1_T1_Birds-11,200,,S01_PetStore_Birds 1-1,text,true,,3666,650,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=BIRDS,358,0,0
1758611619518,361,S1_T1_cat-11,200,,S04_PetStore_Cats 4-1,text,true,,3393,649,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Cats,361,0,0
1758611619597,357,S05_TC03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,3393,653,1,5,null,0,0,0
1758611619597,357,S1_T1_Reptiles-11,200,,S05_PetStore_Reptiles 5-1,text,true,,3393,653,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Reptiles,357,0,0
1758611619883,914,S01_T03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,3393,649,1,5,null,0,0,615
1758611619883,914,S1_T1_Dogs-11,200,,S02_PetStore_Dog 2-1,text,true,,3393,649,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Dogs,914,0,615
1758611622880,379,S03_TC04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,3837,682,1,5,null,0,0,0
1758611622880,379,S1_T1_Product-115,200,,S03_PetStore_Fish 3-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,379,0,0
1758611622879,381,S01_T04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,3837,682,1,5,null,0,0,0
1758611622879,381,S1_T1_Product-115,200,,S01_PetStore_Birds 1-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,381,0,0
1758611622879,382,S04_TC04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,3837,682,1,5,null,0,0,0
1758611622879,382,S1_T1_Product-115,200,,S04_PetStore_Cats 4-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,382,0,0
1758611622964,870,S05_TC04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,3837,682,1,5,null,0,0,601
1758611622964,870,S1_T1_Product-115,200,,S05_PetStore_Reptiles 5-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,870,0,601
1758611623797,350,S01_T04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,3837,682,1,5,null,0,0,0
1758611623797,350,S1_T1_Product-115,200,,S02_PetStore_Dog 2-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,350,0,0
1758611626837,534,S1_T1_SignOut-116,200,,S05_PetStore_Reptiles 5-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,260,0,0
1758611626837,260,S1_T1_SignOut-116-0,302,,S05_PetStore_Reptiles 5-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,260,0,0
1758611627098,273,S1_T1_SignOut-116-1,200,,S05_PetStore_Reptiles 5-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,273,0,0
1758611626260,1224,S1_T1_SignOut-116,200,,S03_PetStore_Fish 3-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,935,0,645
1758611626260,935,S1_T1_SignOut-116-0,302,,S03_PetStore_Fish 3-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,935,0,645
1758611627195,289,S1_T1_SignOut-116-1,200,,S03_PetStore_Fish 3-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,289,0,0
1758611626263,1397,S1_T1_SignOut-116,200,,S01_PetStore_Birds 1-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,1089,0,785
1758611626263,1089,S1_T1_SignOut-116-0,302,,S01_PetStore_Birds 1-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,1089,0,785
1758611627352,308,S1_T1_SignOut-116-1,200,,S01_PetStore_Birds 1-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,308,0,0
1758611627372,289,S1_T1_SignOut-117,200,,S05_PetStore_Reptiles 5-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,289,0,0
1758611626837,823,S05_TC05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,10251,1962,1,5,null,549,1,0
1758611627661,0,Debug Sampler,200,OK,S05_PetStore_Reptiles 5-1,text,true,,536,0,1,5,null,0,0,0
1758611626263,1398,S1_T1_SignOut-116,200,,S04_PetStore_Cats 4-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,1089,0,786
1758611626263,1089,S1_T1_SignOut-116-0,302,,S04_PetStore_Cats 4-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,1089,0,786
1758611627352,309,S1_T1_SignOut-116-1,200,,S04_PetStore_Cats 4-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,309,0,0
1758611627150,523,S1_T1_SignOut-116,200,,S02_PetStore_Dog 2-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,254,0,0
1758611627150,254,S1_T1_SignOut-116-0,302,,S02_PetStore_Dog 2-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,254,0,0
1758611627404,269,S1_T1_SignOut-116-1,200,,S02_PetStore_Dog 2-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,269,0,0
1758611627484,483,S1_T1_SignOut-117,200,,S03_PetStore_Fish 3-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,483,0,0
1758611627661,307,S1_T1_SignOut-117,200,,S01_PetStore_Birds 1-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,306,0,0
1758611626260,1707,S03_TC05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,10251,1962,1,5,null,1418,1,645
1758611626262,1704,S01_T05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,10251,1962,1,5,null,1395,2,785
1758611627968,0,Debug Sampler,200,OK,S03_PetStore_Fish 3-1,text,true,,527,0,1,5,null,0,0,0
1758611627968,0,Debug Sampler,200,OK,S01_PetStore_Birds 1-1,text,true,,526,0,1,5,null,0,0,0
1758611627661,307,S05_TC01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,4973,549,1,5,null,0,1,0
1758611627662,307,S1_T1_Launch-1,200,,S05_PetStore_Reptiles 5-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,306,0,0
1758611627661,308,S1_T1_SignOut-117,200,,S04_PetStore_Cats 4-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,308,0,0
1758611626263,1706,S04_TC05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,10251,1962,1,5,null,1397,0,786
1758611627969,0,Debug Sampler,200,OK,S04_PetStore_Cats 4-1,text,true,,522,0,1,5,null,0,0,0
1758611627673,296,S1_T1_SignOut-117,200,,S02_PetStore_Dog 2-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,296,0,0
1758611627149,819,S01_T05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,10251,1962,1,5,null,550,2,0
1758611627970,0,Debug Sampler,200,OK,S02_PetStore_Dog 2-1,text,true,,525,0,1,5,null,0,0,0
1758611627969,407,S04_TC01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,4973,549,1,5,null,0,1,0
1758611627969,408,S01_T01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,4973,549,1,5,null,0,0,0
1758611627970,407,S1_T1_Launch-1,200,,S04_PetStore_Cats 4-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,407,0,0
1758611627969,408,S1_T1_Launch-1,200,,S01_PetStore_Birds 1-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,408,0,0
1758611627970,408,S01_T01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,4973,549,1,5,null,0,0,0
1758611627970,408,S1_T1_Launch-1,200,,S02_PetStore_Dog 2-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,407,0,0
1758611627968,410,S03_TC01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,4973,549,1,5,null,0,0,0
1758611627968,410,S1_T1_Launch-1,200,,S03_PetStore_Fish 3-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,409,0,0
1758611632969,1110,S05_TC02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,13243,2156,1,5,null,0,2,0
1758611632970,322,S1_T1_SignIN-106,200,,S05_PetStore_Reptiles 5-1,text,true,,4095,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,322,0,0
1758611633293,305,S1_T1_SignIN-112,200,,S05_PetStore_Reptiles 5-1,text,true,,4175,894,1,5,https://petstore.octoperf.com/actions/Account.action,305,0,0
1758611633598,483,S1_T1_SignIN-113,200,,S05_PetStore_Reptiles 5-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,482,0,0
1758611633379,1041,S01_T02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,13241,2156,1,5,null,0,0,0
1758611633379,294,S1_T1_SignIN-106,200,,S02_PetStore_Dog 2-1,text,true,,4095,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,294,0,0
1758611633673,408,S1_T1_SignIN-112,200,,S02_PetStore_Dog 2-1,text,true,,4173,894,1,5,https://petstore.octoperf.com/actions/Account.action,408,0,0
